architecture,target,tier,group,timescale_ms,neuron_idx,probe_type,r2_trained,r2_untrained,delta_r2,selectivity,p_value,r2_null_mean,r2_null_std,block_size,tau_e,pearson_trained,pearson_untrained,diagnosis
lstm,G_h,1,tier1_identifiable,100.0,0,mlp_2,-5.404392719268799,-1.049526929855347,-4.354865789413452,0.5036296248435974,0.0476190476190476,0.1297268748283386,0.0033608335468053,87,29,0.3784789144992828,0.3998187184333801,SCALE_AMBIGUITY
lstm,G_h,1,tier1_identifiable,100.0,1,ridge,0.6014306783676148,0.5875370264053345,0.0138936519622803,0.4878635329008103,0.0476190476190476,0.1135671454668044,0.0026909665340234,90,30,0.7763367891311646,0.7687495350837708,STRUCTURAL
lstm,G_h,1,tier1_identifiable,100.0,1,mlp_1,-3.5848705768585205,-1.9592220783233645,-1.6256484985351562,0.4878635329008103,0.0476190476190476,0.1135671454668044,0.0026909665340234,90,30,0.3159534037113189,0.3087374567985534,SCALE_AMBIGUITY
lstm,G_h,1,tier1_identifiable,100.0,1,mlp_2,-1.4938957691192627,-1.2535526752471924,-0.2403430938720703,0.4878635329008103,0.0476190476190476,0.1135671454668044,0.0026909665340234,90,30,0.3974286317825317,0.3959891498088836,SCALE_AMBIGUITY
lstm,G_h,1,tier1_identifiable,100.0,2,ridge,0.5580373764038086,0.5460857152938843,0.0119516611099242,0.4492837804555892,0.0476190476190476,0.1087535959482192,0.0025672024612867,84,28,0.7475472092628479,0.7396214008331299,STRUCTURAL
lstm,G_h,1,tier1_identifiable,100.0,2,mlp_1,-5.775426864624023,-2.703383445739746,-3.0720434188842773,0.4492837804555892,0.0476190476190476,0.1087535959482192,0.0025672024612867,84,28,0.2310489863157272,0.2649266123771667,GENUINE_ZOMBIE
lstm,G_h,1,tier1_identifiable,100.0,2,mlp_2,-6.361590385437012,-0.494730532169342,-5.86685985326767,0.4492837804555892,0.0476190476190476,0.1087535959482192,0.0025672024612867,84,28,0.3132805824279785,0.3230407238006592,SCALE_AMBIGUITY
lstm,G_h,1,tier1_identifiable,100.0,3,ridge,0.5756143808364869,0.5553525447845459,0.0202618360519409,0.4483059316873551,0.0476190476190476,0.1273084491491317,0.0032725644760896,87,29,0.7599996328353882,0.7483838796615601,STRUCTURAL
lstm,G_h,1,tier1_identifiable,100.0,3,mlp_1,-2.917935371398926,-1.9550285339355469,-0.9629068374633788,0.4483059316873551,0.0476190476190476,0.1273084491491317,0.0032725644760896,87,29,0.3376932740211487,0.3015930950641632,SCALE_AMBIGUITY
lstm,G_h,1,tier1_identifiable,100.0,3,mlp_2,-3.975735902786255,-2.526650905609131,-1.449084997177124,0.4483059316873551,0.0476190476190476,0.1273084491491317,0.0032725644760896,87,29,0.4431095123291015,0.3633201122283935,SCALE_AMBIGUITY
lstm,G_h,1,tier1_identifiable,100.0,4,ridge,0.6188605308532715,0.5956266760826111,0.0232338547706604,0.4760782092809678,0.0476190476190476,0.1427823215723037,0.0025981642733326,105,35,0.7870492339134216,0.7724730372428894,STRUCTURAL
lstm,G_h,1,tier1_identifiable,100.0,4,mlp_1,-2.2196154594421387,-1.269822120666504,-0.9497933387756348,0.4760782092809678,0.0476190476190476,0.1427823215723037,0.0025981642733326,105,35,0.3517394065856933,0.3516595661640167,SCALE_AMBIGUITY
lstm,G_h,1,tier1_identifiable,100.0,4,mlp_2,-0.1201192364096641,-1.0427874326705933,0.9226681962609292,0.4760782092809678,0.0476190476190476,0.1427823215723037,0.0025981642733326,105,35,0.6211678981781006,0.4396699965000152,SCALE_AMBIGUITY
lstm,I_T,1,tier1_identifiable,5.0,0,ridge,0.6394713640213012,0.5567295551300049,0.0827418088912963,0.6378891748189925,0.0476190476190476,0.0015821892023086,0.0007399513290218,50,9,0.8001314401626587,0.7473741173744202,LINEAR_ENCODING
lstm,I_T,1,tier1_identifiable,5.0,0,mlp_1,0.688485860824585,0.4498757421970367,0.2386101186275482,0.6378891748189925,0.0476190476190476,0.0015821892023086,0.0007399513290218,50,9,0.8318327069282532,0.6948443055152893,NONLINEAR_ENCODING
lstm,I_T,1,tier1_identifiable,5.0,0,mlp_2,0.7363643646240234,0.6444462537765503,0.0919181108474731,0.6378891748189925,0.0476190476190476,0.0015821892023086,0.0007399513290218,50,9,0.8593646287918091,0.8175302743911743,NONLINEAR_ENCODING
lstm,I_T,1,tier1_identifiable,5.0,1,ridge,0.4238054156303406,0.478031325340271,-0.0542259097099304,0.4227479600906372,0.0476190476190476,0.0010574555397033,0.0006985471986723,50,9,0.6527754068374634,0.6952542066574097,STRUCTURAL
lstm,I_T,1,tier1_identifiable,5.0,1,mlp_1,0.4970569610595703,0.3790358603000641,0.1180211007595062,0.4227479600906372,0.0476190476190476,0.0010574555397033,0.0006985471986723,50,9,0.7100663781166077,0.6321486234664917,NONLINEAR_ENCODING
lstm,I_T,1,tier1_identifiable,5.0,1,mlp_2,0.5838267803192139,0.5342512130737305,0.0495755672454834,0.4227479600906372,0.0476190476190476,0.0010574555397033,0.0006985471986723,50,9,0.7660228610038757,0.7410275340080261,STRUCTURAL
lstm,I_T,1,tier1_identifiable,5.0,2,ridge,0.3898837447166443,0.4131569623947143,-0.02327321767807,0.3852349627017974,0.0476190476190476,0.0046487820148468,0.0012856104401763,50,9,0.6290695667266846,0.6473342180252075,STRUCTURAL
lstm,I_T,1,tier1_identifiable,5.0,2,mlp_1,0.451109230518341,0.3425129354000091,0.1085962951183319,0.3852349627017974,0.0476190476190476,0.0046487820148468,0.0012856104401763,50,9,0.6791673898696899,0.6002823710441589,NONLINEAR_ENCODING
lstm,I_T,1,tier1_identifiable,5.0,2,mlp_2,0.499783992767334,0.4679417014122009,0.031842291355133,0.3852349627017974,0.0476190476190476,0.0046487820148468,0.0012856104401763,50,9,0.7110192179679871,0.6974502801895142,STRUCTURAL
lstm,I_T,1,tier1_identifiable,5.0,3,ridge,0.4767815828323364,0.4710189819335937,0.0057626008987426,0.4743768924474716,0.0476190476190476,0.0024046903848648,0.0008182771620971,50,9,0.6917355060577393,0.6876817941665649,STRUCTURAL
lstm,I_T,1,tier1_identifiable,5.0,3,mlp_1,0.5776720643043518,0.3677895963191986,0.2098824679851532,0.4743768924474716,0.0476190476190476,0.0024046903848648,0.0008182771620971,50,9,0.7675368785858154,0.626701831817627,NONLINEAR_ENCODING
lstm,I_T,1,tier1_identifiable,5.0,3,mlp_2,0.6813098192214966,0.5827460885047913,0.0985637307167053,0.4743768924474716,0.0476190476190476,0.0024046903848648,0.0008182771620971,50,9,0.827431857585907,0.7760106325149536,NONLINEAR_ENCODING
lstm,I_T,1,tier1_identifiable,5.0,4,ridge,0.4048025131225586,0.4585540890693664,-0.0537515759468078,0.4046934127807617,0.0476190476190476,0.0001091003417968,0.0004138014316812,50,9,0.6412978768348694,0.6824916005134583,STRUCTURAL
lstm,I_T,1,tier1_identifiable,5.0,4,mlp_1,0.4627533555030823,0.3637120425701141,0.0990413129329681,0.4046934127807617,0.0476190476190476,0.0001091003417968,0.0004138014316812,50,9,0.6862866878509521,0.6207455396652222,NONLINEAR_ENCODING
lstm,I_T,1,tier1_identifiable,5.0,4,mlp_2,0.5204559564590454,0.4950025975704193,0.0254533588886261,0.4046934127807617,0.0476190476190476,0.0001091003417968,0.0004138014316812,50,9,0.7253636717796326,0.7143238186836243,STRUCTURAL
lstm,I_h,1,tier1_identifiable,100.0,0,ridge,0.6509406447410584,0.5927538394927978,0.0581868052482605,0.5207166677713395,0.0476190476190476,0.1302239769697189,0.002682324922191,90,30,0.8072435259819031,0.7703668475151062,LINEAR_ENCODING
lstm,I_h,1,tier1_identifiable,100.0,0,mlp_1,0.7503656148910522,0.6232961416244507,0.1270694732666015,0.5207166677713395,0.0476190476190476,0.1302239769697189,0.002682324922191,90,30,0.8675063252449036,0.803353488445282,NONLINEAR_ENCODING
lstm,I_h,1,tier1_identifiable,100.0,0,mlp_2,0.7497208714485168,0.6999710202217102,0.0497498512268066,0.5207166677713395,0.0476190476190476,0.1302239769697189,0.002682324922191,90,30,0.8757821321487427,0.8532004356384277,STRUCTURAL
lstm,I_h,1,tier1_identifiable,100.0,1,ridge,0.6422507524490356,0.6426349997520446,-0.000384247303009,0.5234905087947845,0.0476190476190476,0.118760243654251,0.003902978114544,96,32,0.8019149899482727,0.8032217025756836,STRUCTURAL
lstm,I_h,1,tier1_identifiable,100.0,1,mlp_1,0.7549578547477722,0.6355010271072388,0.1194568276405334,0.5234905087947845,0.0476190476190476,0.118760243654251,0.003902978114544,96,32,0.8708539009094238,0.8121250867843628,NONLINEAR_ENCODING
lstm,I_h,1,tier1_identifiable,100.0,1,mlp_2,0.7589230537414551,0.7346749901771545,0.0242480635643005,0.5234905087947845,0.0476190476190476,0.118760243654251,0.003902978114544,96,32,0.8770627975463867,0.8740647435188293,STRUCTURAL
lstm,I_h,1,tier1_identifiable,100.0,2,ridge,0.6185748100280761,0.6097358584403991,0.008838951587677,0.5075982230901718,0.0476190476190476,0.1109765869379043,0.0030476917636562,90,30,0.786902129650116,0.7812487483024597,STRUCTURAL
lstm,I_h,1,tier1_identifiable,100.0,2,mlp_1,0.738561749458313,0.5867876410484314,0.1517741084098816,0.5075982230901718,0.0476190476190476,0.1109765869379043,0.0030476917636562,90,30,0.8618015050888062,0.7864007353782654,NONLINEAR_ENCODING
lstm,I_h,1,tier1_identifiable,100.0,2,mlp_2,0.7399027347564697,0.7026482224464417,0.037254512310028,0.5075982230901718,0.0476190476190476,0.1109765869379043,0.0030476917636562,90,30,0.865798830986023,0.8565673828125,STRUCTURAL
lstm,I_h,1,tier1_identifiable,100.0,3,ridge,0.5897573947906494,0.5833576917648315,0.0063997030258178,0.4587340235710143,0.0476190476190476,0.131023371219635,0.0033622475271267,90,30,0.7686658501625061,0.7659538388252258,STRUCTURAL
