architecture,target,probe_type,tier,timescale_ms,n_neurons,r2_trained_mean,r2_trained_max,delta_r2_mean,selectivity_mean,n_significant,dominant_diagnosis,diagnosis_counts
volterra,tc_m_T,ridge,2,1.0,5,0.5607800579071045,0.6042661070823669,0.0,0.5372535479068756,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_T_rank,mlp_1,3,1.0,5,0.8176192283630371,0.8451375961303711,0.00098888874053952,0.7372384319305421,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_T_rank,mlp_2,3,1.0,5,0.8027990579605102,0.8207206726074219,-0.00223912000656126,0.7372384319305421,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_T_rank,ridge,3,1.0,5,0.738001868724823,0.7619851946830749,0.0,0.7372384319305421,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_T_zscore,mlp_1,3,1.0,5,0.674233591556549,0.7153258323669434,0.00040372610092161994,0.5496596972942352,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_T_zscore,mlp_2,3,1.0,5,0.6957818627357483,0.7271572351455688,0.00011240243911743999,0.5496596972942352,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_T_zscore,ridge,3,1.0,5,0.5502550911903381,0.5990831971168518,0.0,0.5496596972942352,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_h,mlp_1,2,100.0,5,0.7272401928901673,0.7492069005966187,0.00050359964370726,0.48520571947097774,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_h,mlp_2,2,100.0,5,0.7097474455833435,0.7523579597473145,0.0072489619255065585,0.48520571947097774,5,STRUCTURAL,"{'STRUCTURAL': 4, 'NONLINEAR_ENCODING': 1}"
volterra,tc_m_h,ridge,2,100.0,5,0.6137599229812623,0.6375166177749634,0.0,0.48520571947097774,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_h_rank,mlp_1,3,100.0,5,0.6920403838157654,0.7375789880752563,-0.0008994221687316801,0.557104011297226,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_h_rank,mlp_2,3,100.0,5,0.6840992093086242,0.7246276140213013,-0.0022913455963134597,0.557104011297226,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_h_rank,ridge,3,100.0,5,0.5575585246086121,0.6168488979339599,0.0,0.557104011297226,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_h_zscore,mlp_1,3,100.0,5,0.7577267169952393,0.7816293835639954,0.00106904506683344,0.6154015936851501,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_h_zscore,mlp_2,3,100.0,5,0.7837105870246888,0.8041273355484009,-0.00019286870956420002,0.6154015936851501,5,STRUCTURAL,{'STRUCTURAL': 5}
volterra,tc_m_h_zscore,ridge,3,100.0,5,0.6179005622863769,0.6624909400939941,0.0,0.6154015936851501,5,STRUCTURAL,{'STRUCTURAL': 5}
