architecture,target,tier,group,timescale_ms,neuron_idx,probe_type,r2_trained,r2_untrained,delta_r2,selectivity,p_value,r2_null_mean,r2_null_std,block_size,tau_e,pearson_trained,pearson_untrained
lstm,I_GABA_A,1,tier1_identifiable,5.0,0,mlp_2,0.27248597145080566,0.11690547317266464,0.15558049827814102,0.2226665663719177,0.047619047619047616,0.10163870573043823,0.002224763716218169,50,8,0.525192141532898,0.3535006642341614
lstm,I_GABA_A,1,tier1_identifiable,5.0,1,ridge,0.32917418479919436,0.3008527040481567,0.02832148075103763,0.2350773918628693,0.047619047619047616,0.09409679293632507,0.0018521788158751093,50,7,0.5766922235488892,0.5511450171470642
lstm,I_GABA_A,1,tier1_identifiable,5.0,1,mlp_1,-0.051284052431583405,-0.0542956106364727,0.0030115582048892975,0.2350773918628693,0.047619047619047616,0.09409679293632507,0.0018521788158751093,50,7,0.36057934165000916,0.19043616950511932
lstm,I_GABA_A,1,tier1_identifiable,5.0,1,mlp_2,0.2583540976047516,0.11192909628152847,0.14642500132322311,0.2350773918628693,0.047619047619047616,0.09409679293632507,0.0018521788158751093,50,7,0.5138852000236511,0.3415535092353821
lstm,I_GABA_A,1,tier1_identifiable,5.0,2,ridge,0.25424904823303224,0.24712440967559815,0.007124638557434088,0.16497589647769928,0.047619047619047616,0.08927315175533294,0.0025058887522787536,50,6,0.51368647813797,0.5086086988449097
lstm,I_GABA_A,1,tier1_identifiable,5.0,2,mlp_1,-0.06051267310976982,-0.04109705612063408,-0.019415616989135742,0.16497589647769928,0.047619047619047616,0.08927315175533294,0.0025058887522787536,50,6,0.3398793935775757,0.19491569697856903
lstm,I_GABA_A,1,tier1_identifiable,5.0,2,mlp_2,0.21419604122638702,0.11538734287023544,0.09880869835615158,0.16497589647769928,0.047619047619047616,0.08927315175533294,0.0025058887522787536,50,6,0.4688527584075928,0.35650843381881714
lstm,I_GABA_A,1,tier1_identifiable,5.0,3,ridge,0.2812230348587036,0.293358314037323,-0.012135279178619396,0.19321630001068113,0.047619047619047616,0.08800673484802246,0.001611833228401856,50,7,0.5350095629692078,0.5462445020675659
lstm,I_GABA_A,1,tier1_identifiable,5.0,3,mlp_1,-0.09725997596979141,-0.05389993265271187,-0.043360043317079544,0.19321630001068113,0.047619047619047616,0.08800673484802246,0.001611833228401856,50,7,0.29817062616348267,0.18354560434818268
lstm,I_GABA_A,1,tier1_identifiable,5.0,3,mlp_2,0.20809313654899597,0.08971530199050903,0.11837783455848694,0.19321630001068113,0.047619047619047616,0.08800673484802246,0.001611833228401856,50,7,0.4643629491329193,0.308430016040802
